PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,,pts_diff,fg_pct_diff,ft_pct_diff,fg3_pct_diff,ast_diff,reb_diff
108,0.474,0.743,0.32,27,46,1610612737,109,0.43,0.818,0.32,26,40,0,,,,,,,
98,0.443,0.857,0.37,21,40,1610612761,104,0.531,0.667,0.381,12,36,0,,,,,,,
123,0.532,0.73,0.462,25,43,1610612755,116,0.506,0.864,0.419,23,28,1,,,,,,,
90,0.443,0.5,0.4,21,33,1610612759,110,0.5,0.952,0.6,19,45,0,,,,,,,
88,0.459,0.636,0.448,17,41,1610612742,90,0.425,0.6,0.241,21,42,0,,,,,,,
102,0.427,0.862,0.304,20,50,1610612738,109,0.413,0.852,0.256,19,44,0,,,,,,,
101,0.442,0.75,0.371,22,46,1610612744,117,0.452,0.786,0.324,29,51,0,,,,,,,
106,0.427,0.882,0.45,26,52,1610612753,95,0.433,0.75,0.185,21,41,1,,,,,,,
115,0.536,0.667,0.5,25,47,1610612747,107,0.444,0.867,0.368,18,40,1,,,,,,,
106,0.47,0.773,0.393,18,40,1610612759,101,0.402,0.84,0.316,19,55,1,,,,,,,
113,0.494,0.632,0.556,30,42,1610612749,102,0.468,0.724,0.409,24,39,1,,,,,,,
84,0.415,0.692,0.269,19,35,1610612750,92,0.422,0.929,0.31,21,52,0,,,,,,,
86,0.361,0.757,0.261,17,46,1610612763,98,0.427,0.842,0.4,25,38,0,,,,,,,
97,0.4,0.789,0.286,25,49,1610612764,107,0.524,0.72,0.167,23,44,0,,,,,,,
110,0.477,0.783,0.4,25,33,1610612760,121,0.511,0.833,0.393,22,49,0,,,,,,,
93,0.446,0.818,0.333,19,43,1610612758,94,0.459,0.667,0.476,13,41,0,,,,,,,
111,0.473,0.7,0.36,20,44,1610612745,125,0.535,0.577,0.474,30,37,0,,,,,,,
95,0.444,0.75,0.37,15,43,1610612742,96,0.422,0.826,0.226,14,38,0,,,,,,,
93,0.402,0.762,0.333,18,43,1610612740,108,0.43,0.692,0.588,28,56,0,,,,,,,
117,0.457,0.833,0.44,30,44,1610612747,113,0.489,0.818,0.485,29,40,1,,,,,,,
116,0.462,0.774,0.444,19,48,1610612751,104,0.396,0.786,0.286,20,52,1,,,,,,,
118,0.5,0.81,0.565,24,45,1610612754,111,0.429,0.818,0.261,22,44,1,,,,,,,
130,0.463,0.692,0.4,22,48,1610612753,136,0.495,0.677,0.5,24,47,0,,,,,,,
108,0.46,0.724,0.259,22,51,1610612739,114,0.407,0.852,0.425,19,43,0,,,,,,,
109,0.404,0.808,0.4,23,52,1610612738,112,0.407,0.895,0.324,22,41,0,,,,,,,
100,0.38,0.889,0.158,22,51,1610612759,102,0.468,0.72,0.522,21,43,0,,,,,,,
119,0.547,0.692,0.444,32,37,1610612743,102,0.433,0.65,0.282,22,46,1,,,,,,,
104,0.444,0.882,0.391,24,50,1610612762,74,0.355,0.55,0.3,13,44,1,,,,,,,
126,0.556,0.837,0.435,20,31,1610612757,121,0.512,0.725,0.143,30,41,1,,,,,,,
107,0.471,0.857,0.333,18,41,1610612764,105,0.432,0.808,0.242,19,49,1,,,,,,,
113,0.598,1,0.5,34,46,1610612765,82,0.41,0.846,0.13,19,32,1,,,,,,,
108,0.448,0.769,0.286,13,44,1610612737,110,0.547,0.792,0.391,24,35,0,,,,,,,
115,0.488,0.96,0.368,26,41,1610612756,108,0.451,0.714,0.429,16,34,1,,,,,,,
117,0.563,0.778,0.52,32,41,1610612742,107,0.538,0.778,0.56,21,29,1,,,,,,,
117,0.531,0.7,0.526,24,33,1610612746,110,0.494,0.708,0.292,28,40,1,,,,,,,
99,0.442,0.818,0.394,20,44,1610612758,79,0.395,0.647,0.258,16,42,1,,,,,,,
73,0.301,0.833,0.087,12,48,1610612762,82,0.455,0.56,0.296,18,42,0,,,,,,,
108,0.432,0.87,0.429,23,47,1610612751,107,0.444,0.742,0.353,26,43,1,,,,,,,
79,0.41,0.889,0.143,13,42,1610612761,109,0.494,0.762,0.259,20,47,0,,,,,,,
95,0.522,0.56,0.375,23,41,1610612738,105,0.456,0.737,0.321,21,37,0,,,,,,,
113,0.488,0.818,0.5,31,49,1610612740,100,0.461,0.571,0.385,29,37,1,,,,,,,
114,0.506,0.735,0.438,28,42,1610612756,101,0.433,0.75,0.364,16,43,1,,,,,,,
90,0.381,0.727,0.333,22,40,1610612754,105,0.482,0.76,0.316,20,51,0,,,,,,,
99,0.465,0.563,0.385,26,47,1610612766,107,0.489,0.692,0.444,26,43,0,,,,,,,
119,0.517,0.667,0.455,30,44,1610612747,108,0.477,0.769,0.432,30,41,1,,,,,,,
109,0.446,0.741,0.333,29,55,1610612745,111,0.406,0.8,0.333,25,47,0,,,,,,,
127,0.556,0.586,0.37,26,41,1610612752,114,0.438,0.923,0.348,18,35,1,,,,,,,
135,0.586,0.731,0.5,36,56,1610612757,90,0.395,0.7,0.286,16,31,1,,,,,,,
122,0.571,0.815,0.48,30,36,1610612765,108,0.488,0.667,0.357,22,40,1,,,,,,,
118,0.402,0.786,0.241,22,49,1610612751,111,0.47,0.846,0.407,21,45,1,,,,,,,
96,0.436,0.731,0.321,26,46,1610612766,88,0.33,0.842,0.267,21,53,1,,,,,,,
121,0.547,0.654,0.476,20,28,1610612737,125,0.535,0.688,0.44,26,44,0,,,,,,,
69,0.304,0.533,0.238,17,50,1610612749,95,0.463,0.692,0.4,26,53,0,,,,,,,
92,0.377,0.806,0.2,19,47,1610612758,96,0.388,0.73,0.292,18,45,0,,,,,,,
122,0.447,0.737,0.393,27,57,1610612740,100,0.408,0.55,0.333,17,47,1,,,,,,,
89,0.364,0.792,0.194,22,48,1610612747,100,0.456,0.864,0.3,19,46,0,,,,,,,
98,0.409,0.64,0.222,20,47,1610612746,102,0.434,0.793,0.28,17,50,0,,,,,,,
103,0.569,0.778,0.364,18,41,1610612742,100,0.455,0.857,0.429,18,27,1,,,,,,,
108,0.474,0.538,0.55,32,42,1610612741,97,0.473,0.759,0.25,23,41,1,,,,,,,
102,0.424,0.714,0.37,23,55,1610612754,95,0.414,0.833,0.143,23,46,1,,,,,,,
132,0.512,0.886,0.484,27,36,1610612757,120,0.466,0.833,0.348,22,41,1,,,,,,,
92,0.4,0.778,0.37,15,35,1610612759,107,0.527,0.923,0.313,19,50,0,,,,,,,
103,0.469,0.5,0.281,41,57,1610612752,90,0.409,0.474,0.238,19,49,1,,,,,,,
114,0.5,0.76,0.31,29,43,1610612761,123,0.471,0.861,0.345,21,39,0,,,,,,,
109,0.517,0.824,0.278,27,41,1610612766,106,0.514,0.762,0.424,25,33,1,,,,,,,
108,0.472,0.5,0.424,29,39,1610612746,113,0.5,0.703,0.52,21,42,0,,,,,,,
95,0.451,0.56,0.28,23,58,1610612754,89,0.371,0.824,0.333,14,38,1,,,,,,,
107,0.384,0.75,0.314,19,61,1610612747,97,0.385,0.618,0.222,11,49,1,,,,,,,
93,0.432,0.688,0.522,22,55,1610612739,85,0.373,0.645,0.36,10,39,1,,,,,,,
132,0.588,0.625,0.524,40,47,1610612758,98,0.424,0.818,0.344,27,40,1,,,,,,,
85,0.41,0.813,0.32,19,30,1610612765,95,0.507,0.818,0.294,18,50,0,,,,,,,
109,0.583,0.8,0.565,22,38,1610612760,89,0.366,0.852,0.316,14,38,1,,,,,,,
108,0.55,0.857,0.364,33,38,1610612738,101,0.44,0.85,0.323,25,35,1,,,,,,,
103,0.457,0.739,0.387,21,46,1610612763,86,0.407,0.8,0.182,19,43,1,,,,,,,
120,0.506,0.905,0.393,29,45,1610612753,131,0.586,0.7,0.441,36,28,0,,,,,,,
94,0.437,0.737,0.267,20,42,1610612750,99,0.442,0.773,0.286,24,48,0,,,,,,,
109,0.476,0.81,0.4,26,45,1610612744,113,0.442,0.789,0.412,30,45,0,,,,,,,
113,0.409,0.848,0.3,13,61,1610612752,111,0.392,0.737,0.35,23,43,1,,,,,,,
114,0.538,0.741,0.348,23,37,1610612760,95,0.379,0.75,0.296,18,43,1,,,,,,,
110,0.489,0.7,0.472,24,42,1610612766,94,0.333,0.875,0.385,16,46,1,,,,,,,
122,0.519,0.857,0.56,26,46,1610612749,100,0.472,0.706,0.167,27,37,1,,,,,,,
112,0.511,0.684,0.346,25,47,1610612764,101,0.464,0.818,0.217,17,37,1,,,,,,,
122,0.462,0.583,0.395,23,39,1610612751,118,0.525,0.75,0.35,21,41,1,,,,,,,
112,0.584,0.833,0.462,22,34,1610612743,92,0.422,0.833,0.28,19,43,1,,,,,,,
121,0.472,0.929,0.478,26,38,1610612757,120,0.506,0.88,0.476,25,42,1,,,,,,,
116,0.56,0.571,0.435,23,47,1610612747,92,0.393,0.762,0.435,18,39,1,,,,,,,
79,0.39,0.714,0.263,15,34,1610612755,97,0.559,0.824,0.412,24,42,0,,,,,,,
99,0.494,0.519,0.143,17,49,1610612738,96,0.444,0.625,0.344,28,40,1,,,,,,,
108,0.444,0.75,0.375,17,51,1610612744,116,0.458,0.9,0.406,30,37,0,,,,,,,
119,0.458,0.654,0.341,21,57,1610612740,120,0.392,0.8,0.4,24,49,0,,,,,,,
112,0.477,0.818,0.357,26,41,1610612752,118,0.488,0.839,0.455,21,44,0,,,,,,,
110,0.455,0.786,0.381,29,40,1610612749,105,0.506,0.8,0.52,22,40,1,,,,,,,
113,0.489,0.667,0.407,27,31,1610612743,121,0.566,0.76,0.421,25,44,0,,,,,,,
118,0.482,0.821,0.517,24,39,1610612757,111,0.488,0.938,0.432,22,41,1,,,,,,,
116,0.575,0.679,0.419,25,40,1610612766,105,0.453,0.708,0.37,24,39,1,,,,,,,
105,0.452,0.903,0.125,17,47,1610612748,100,0.462,0.611,0.25,25,43,1,,,,,,,
110,0.437,0.897,0.308,23,47,1610612744,89,0.442,0.6,0.333,15,42,1,,,,,,,
109,0.5,0.727,0.514,31,48,1610612742,87,0.405,0.857,0.324,18,32,1,,,,,,,
130,0.532,0.889,0.538,38,49,1610612751,101,0.414,0.88,0.259,21,47,1,,,,,,,
104,0.481,0.944,0.448,23,54,1610612758,84,0.378,0.538,0.346,17,34,1,,,,,,,
133,0.574,0.889,0.472,34,40,1610612740,105,0.482,0.654,0.421,25,34,1,,,,,,,
109,0.482,0.783,0.409,23,59,1610612753,88,0.374,0.786,0.265,22,40,1,,,,,,,
114,0.554,0.684,0.375,23,47,1610612748,84,0.344,0.762,0.222,18,46,1,,,,,,,
94,0.373,0.682,0.405,24,46,1610612761,101,0.415,0.889,0.45,12,50,0,,,,,,,
110,0.468,0.714,0.429,26,43,1610612737,114,0.476,0.759,0.353,32,46,0,,,,,,,
99,0.42,0.774,0.25,18,46,1610612745,102,0.391,0.633,0.262,26,52,0,,,,,,,
90,0.474,0.65,0.188,19,37,1610612765,117,0.5,0.826,0.483,23,42,0,,,,,,,
111,0.488,0.75,0.469,23,33,1610612754,103,0.464,0.962,0.56,21,38,1,,,,,,,
115,0.46,0.765,0.346,18,49,1610612756,119,0.474,0.762,0.433,26,44,0,,,,,,,
100,0.402,0.852,0.25,24,39,1610612752,103,0.429,0.84,0.345,22,54,0,,,,,,,
124,0.494,0.788,0.444,25,42,1610612750,110,0.511,0.733,0.321,19,43,1,,,,,,,
92,0.449,0.941,0.316,21,35,1610612743,85,0.408,0.667,0.219,24,45,1,,,,,,,
88,0.356,0.667,0.3,13,58,1610612757,86,0.305,0.725,0.25,13,52,1,,,,,,,
88,0.393,0.682,0.28,18,47,1610612755,99,0.429,0.692,0.3,27,46,0,,,,,,,
99,0.416,0.714,0.263,20,46,1610612744,106,0.488,0.696,0.414,26,47,0,,,,,,,
95,0.438,0.778,0.235,24,51,1610612759,91,0.402,0.8,0.321,21,43,1,,,,,,,
87,0.341,0.724,0.286,13,51,1610612765,77,0.382,0.625,0.148,21,57,1,,,,,,,
87,0.37,0.667,0.423,20,37,1610612738,117,0.512,0.828,0.269,29,49,0,,,,,,,
116,0.482,0.806,0.346,18,42,1610612743,111,0.4,0.762,0.297,18,58,1,,,,,,,
103,0.489,0.867,0.211,27,47,1610612748,95,0.425,0.8,0.407,20,33,1,,,,,,,
115,0.519,0.676,0.417,19,41,1610612757,107,0.435,0.842,0.425,25,44,1,,,,,,,
134,0.543,0.81,0.417,35,52,1610612747,95,0.391,0.815,0.25,14,39,1,,,,,,,
94,0.402,0.867,0.355,22,43,1610612739,126,0.488,0.839,0.55,23,46,0,,,,,,,
89,0.41,0.75,0.333,17,40,1610612758,120,0.56,0.762,0.455,28,40,0,,,,,,,
94,0.4,0.944,0.273,17,40,1610612754,109,0.449,0.78,0.304,16,49,0,,,,,,,
98,0.391,0.75,0.308,15,47,1610612744,115,0.472,0.828,0.226,32,46,0,,,,,,,
116,0.473,0.708,0.478,20,42,1610612753,124,0.518,0.722,0.462,24,43,0,,,,,,,
103,0.427,0.593,0.44,21,46,1610612752,114,0.49,0.688,0.28,22,53,0,,,,,,,
102,0.455,0.667,0.381,24,44,1610612741,91,0.44,0.719,0.133,15,45,1,,,,,,,
96,0.384,0.8,0.118,18,53,1610612755,91,0.39,0.5,0.341,21,45,1,,,,,,,
91,0.439,0.667,0.35,19,41,1610612759,105,0.527,0.842,0.458,21,35,0,,,,,,,
112,0.493,0.875,0.444,23,35,1610612756,105,0.464,0.84,0.333,14,41,1,,,,,,,
98,0.407,0.739,0.355,20,44,1610612743,106,0.461,0.765,0.37,17,45,0,,,,,,,
112,0.432,0.852,0.406,22,33,1610612739,116,0.476,0.815,0.438,21,48,0,,,,,,,
113,0.494,0.733,0.407,25,50,1610612764,118,0.489,0.778,0.412,26,35,0,,,,,,,
99,0.442,0.75,0.318,26,36,1610612760,102,0.463,0.643,0.323,26,43,0,,,,,,,
110,0.422,0.868,0.304,16,50,1610612757,112,0.484,0.722,0.375,25,38,0,,,,,,,
96,0.411,0.882,0.25,16,43,1610612759,97,0.43,0.643,0.286,26,46,0,,,,,,,
108,0.394,0.952,0.313,21,54,1610612763,110,0.404,0.619,0.382,23,61,0,,,,,,,
107,0.447,0.871,0.316,20,46,1610612738,106,0.424,0.917,0.344,27,42,1,,,,,,,
101,0.416,0.778,0.361,23,35,1610612766,109,0.506,0.929,0.167,21,53,0,,,,,,,
101,0.448,0.783,0.357,15,43,1610612762,107,0.475,0.621,0.406,26,39,0,,,,,,,
142,0.519,0.769,0.378,45,54,1610612754,106,0.412,0.943,0.2,20,40,1,,,,,,,
92,0.442,0.462,0.37,16,44,1610612753,98,0.532,0.5,0.304,23,39,0,,,,,,,
101,0.461,0.5,0.214,24,59,1610612740,92,0.367,0.737,0.214,15,51,1,,,,,,,
106,0.443,0.708,0.379,20,58,1610612758,98,0.32,0.871,0.321,18,51,1,,,,,,,
102,0.444,0.714,0.333,19,51,1610612754,111,0.494,0.8,0.357,21,36,0,,,,,,,
112,0.471,0.722,0.25,25,46,1610612751,103,0.374,0.727,0.268,21,46,1,,,,,,,
120,0.436,0.692,0.389,30,50,1610612750,125,0.453,0.864,0.37,32,51,0,,,,,,,
128,0.576,0.818,0.542,28,48,1610612737,84,0.398,0.5,0.25,21,38,1,,,,,,,
106,0.461,0.808,0.455,20,38,1610612738,107,0.5,0.793,0.308,22,37,0,,,,,,,
103,0.466,0.733,0.333,32,43,1610612747,100,0.432,0.793,0.333,16,44,1,,,,,,,
107,0.46,0.778,0.419,31,42,1610612741,82,0.451,0.714,0.231,9,43,1,,,,,,,
105,0.449,0.929,0.36,20,40,1610612743,98,0.446,0.786,0.542,19,37,1,,,,,,,
99,0.404,0.75,0.375,19,47,1610612748,92,0.442,0.667,0.273,23,46,1,,,,,,,
138,0.628,0.765,0.667,37,38,1610612756,109,0.451,0.762,0.344,24,36,1,,,,,,,
88,0.379,0.7,0.281,24,46,1610612753,105,0.474,0.692,0.5,24,47,0,,,,,,,
97,0.409,0.933,0.393,25,45,1610612758,92,0.375,0.8,0.231,22,51,1,,,,,,,
113,0.542,0.846,0.414,25,44,1610612747,80,0.344,0.588,0.231,16,46,1,,,,,,,
118,0.477,0.8,0.387,26,43,1610612750,114,0.466,0.917,0.357,25,43,1,,,,,,,
111,0.49,0.824,0.167,31,49,1610612739,105,0.542,0.5,0.385,30,33,1,,,,,,,
96,0.459,0.619,0.25,21,40,1610612746,114,0.511,0.875,0.417,27,47,0,,,,,,,
85,0.364,0.75,0.25,22,32,1610612765,121,0.539,0.667,0.586,28,54,0,,,,,,,
107,0.488,0.636,0.4,27,37,1610612764,105,0.506,0.889,0.636,25,43,1,,,,,,,
110,0.442,0.563,0.29,22,54,1610612745,128,0.511,0.84,0.459,25,41,0,,,,,,,
97,0.473,0.71,0.278,24,39,1610612742,87,0.372,0.778,0.29,18,41,1,,,,,,,
93,0.382,0.813,0.3,20,40,1610612749,111,0.45,0.828,0.441,23,48,0,,,,,,,
95,0.418,0.786,0.389,18,39,1610612753,94,0.446,0.71,0.25,15,42,1,,,,,,,
94,0.406,0.744,0.375,12,36,1610612746,113,0.472,0.667,0.419,33,47,0,,,,,,,
110,0.548,0.765,0.567,24,31,1610612748,111,0.512,0.789,0.421,16,40,0,,,,,,,
127,0.413,0.784,0.273,31,54,1610612745,132,0.444,0.733,0.318,26,56,0,,,,,,,
114,0.44,0.95,0.357,26,33,1610612765,121,0.552,0.762,0.45,28,52,0,,,,,,,
120,0.551,0.848,0.5,23,43,1610612763,105,0.439,0.846,0.407,16,30,1,,,,,,,
90,0.352,0.759,0.19,22,46,1610612747,96,0.407,0.683,0.25,17,60,0,,,,,,,
126,0.484,0.71,0.4,28,47,1610612764,115,0.449,0.654,0.357,25,48,1,,,,,,,
104,0.442,0.821,0.211,17,40,1610612752,106,0.451,0.733,0.406,24,39,0,,,,,,,
87,0.429,0.786,0.333,16,37,1610612759,94,0.465,0.708,0.579,16,42,0,,,,,,,
98,0.418,0.625,0.318,28,55,1610612748,106,0.441,0.577,0.375,26,48,0,,,,,,,
109,0.449,0.76,0.476,15,41,1610612737,107,0.506,0.8,0.36,20,40,1,,,,,,,
131,0.543,0.895,0.375,29,40,1610612754,109,0.5,0.886,0.429,19,32,1,,,,,,,
89,0.397,0.857,0.333,21,40,1610612765,112,0.489,0.909,0.429,21,44,0,,,,,,,
127,0.433,0.667,0.342,22,54,1610612746,122,0.422,0.773,0.325,21,56,1,,,,,,,
118,0.535,0.826,0.368,27,43,1610612739,101,0.427,0.742,0.359,17,35,1,,,,,,,
105,0.432,0.84,0.258,24,54,1610612747,88,0.425,0.5,0.167,26,47,1,,,,,,,
83,0.368,0.846,0.25,19,45,1610612753,95,0.453,0.917,0.4,25,40,0,,,,,,,
120,0.554,0.852,0.536,23,40,1610612745,101,0.407,0.727,0.367,14,38,1,,,,,,,
101,0.412,0.808,0.4,22,49,1610612758,95,0.409,0.615,0.143,20,44,1,,,,,,,
122,0.545,0.806,0.684,22,42,1610612755,95,0.419,0.692,0.412,27,38,1,,,,,,,
103,0.396,0.893,0.316,20,40,1610612760,112,0.5,0.667,0.364,25,53,0,,,,,,,
104,0.475,0.688,0.2,24,41,1610612738,112,0.482,0.808,0.407,26,40,0,,,,,,,
85,0.404,0.462,0.241,21,42,1610612766,104,0.439,0.742,0.346,24,47,0,,,,,,,
103,0.444,0.96,0.368,26,39,1610612762,112,0.506,0.824,0.222,19,42,0,,,,,,,
105,0.435,0.792,0.343,25,41,1610612737,100,0.424,0.7,0.241,20,50,1,,,,,,,
108,0.467,0.7,0.441,29,50,1610612739,112,0.413,0.857,0.3,19,46,0,,,,,,,
114,0.404,0.861,0.44,11,46,1610612743,120,0.438,0.906,0.448,21,49,0,,,,,,,
105,0.437,0.929,0.4,19,42,1610612758,122,0.535,0.773,0.565,24,45,0,,,,,,,
96,0.413,0.765,0.25,24,46,1610612749,104,0.477,0.7,0.333,24,53,0,,,,,,,
91,0.435,0.857,0.263,26,52,1610612746,70,0.314,0.815,0.167,11,40,1,,,,,,,
91,0.416,0.85,0.37,19,46,1610612740,81,0.39,0.889,0.25,17,42,1,,,,,,,
114,0.482,0.759,0.364,24,35,1610612745,130,0.561,0.75,0.472,26,36,0,,,,,,,
109,0.442,0.85,0.4,20,53,1610612737,94,0.443,0.4,0.343,25,38,1,,,,,,,
100,0.477,0.714,0.273,21,40,1610612759,112,0.533,0.793,0.375,22,38,0,,,,,,,
107,0.438,0.69,0.364,16,52,1610612752,102,0.374,0.8,0.375,26,47,1,,,,,,,
106,0.506,0.538,0.348,23,43,1610612765,88,0.451,0.765,0.053,11,32,1,,,,,,,
107,0.494,0.667,0.355,18,39,1610612763,110,0.507,0.818,0.36,23,34,0,,,,,,,
115,0.556,0.824,0.5,25,45,1610612750,102,0.461,0.833,0.286,22,32,1,,,,,,,
103,0.462,0.778,0.353,32,36,1610612759,109,0.469,0.88,0.458,24,45,0,,,,,,,
91,0.438,0.7,0.304,18,49,1610612764,94,0.455,0.8,0.207,26,37,0,,,,,,,
128,0.506,0.917,0.465,30,47,1610612742,90,0.407,0.667,0.229,29,39,1,,,,,,,
113,0.464,0.923,0.393,26,55,1610612766,111,0.462,0.63,0.276,25,46,1,,,,,,,
89,0.397,0.818,0.409,18,48,1610612741,105,0.444,0.731,0.286,24,51,0,,,,,,,
108,0.522,0.714,0.474,26,42,1610612746,97,0.479,0.769,0.333,26,33,1,,,,,,,
95,0.438,0.833,0.294,17,55,1610612737,68,0.313,0.667,0.32,11,40,1,,,,,,,
99,0.506,0.583,0.414,26,38,1610612761,105,0.463,0.789,0.438,18,38,0,,,,,,,
81,0.354,0.826,0.211,14,51,1610612748,90,0.388,0.667,0.387,17,44,0,,,,,,,
118,0.552,0.688,0.423,25,47,1610612751,97,0.456,0.609,0.324,24,38,1,,,,,,,
129,0.475,0.778,0.353,34,52,1610612760,132,0.5,0.793,0.5,29,40,0,,,,,,,
85,0.405,0.714,0.231,17,48,1610612750,98,0.4,0.92,0.318,16,39,0,,,,,,,
119,0.47,0.765,0.375,30,52,1610612740,104,0.474,0.655,0.565,20,34,1,,,,,,,
85,0.356,0.696,0.227,20,45,1610612744,109,0.518,0.706,0.393,31,44,0,,,,,,,
104,0.488,0.81,0.281,24,37,1610612745,117,0.471,0.8,0.42,27,42,0,,,,,,,
99,0.376,0.739,0.333,24,56,1610612763,104,0.384,0.75,0.345,24,46,0,,,,,,,
114,0.506,0.722,0.55,30,44,1610612759,119,0.512,0.9,0.419,28,34,0,,,,,,,
87,0.363,0.609,0.28,17,44,1610612756,92,0.452,0.773,0.409,15,44,0,,,,,,,
137,0.533,0.741,0.583,30,41,1610612757,125,0.522,0.947,0.448,27,38,1,,,,,,,
85,0.405,0.714,0.259,16,37,1610612737,96,0.424,0.864,0.25,17,56,0,,,,,,,
92,0.395,0.636,0.323,18,45,1610612738,111,0.459,0.75,0.395,26,51,0,,,,,,,
107,0.494,0.84,0.316,22,49,1610612748,84,0.36,0.767,0.269,19,37,1,,,,,,,
102,0.487,1,0.333,29,39,1610612761,115,0.489,0.81,0.522,28,38,0,,,,,,,
104,0.452,0.944,0.458,23,44,1610612746,124,0.506,0.742,0.469,26,43,0,,,,,,,
108,0.494,0.71,0.308,19,51,1610612743,83,0.318,0.581,0.333,14,49,1,,,,,,,
117,0.542,0.783,0.375,27,45,1610612750,96,0.384,0.818,0.176,23,41,1,,,,,,,
149,0.616,0.686,0.528,47,48,1610612747,106,0.43,0.818,0.4,22,37,1,,,,,,,
116,0.468,0.941,0.429,26,46,1610612760,101,0.421,0.789,0.28,18,38,1,,,,,,,
107,0.469,1,0.31,26,43,1610612757,103,0.442,0.808,0.273,18,44,1,,,,,,,
94,0.459,0.6,0.345,22,40,1610612740,112,0.523,0.917,0.44,29,40,0,,,,,,,
110,0.43,0.824,0.455,26,55,1610612741,107,0.453,0.833,0.333,22,48,1,,,,,,,
111,0.506,0.813,0.519,25,35,1610612760,109,0.489,0.727,0.407,29,40,1,,,,,,,
101,0.474,0.8,0.423,21,40,1610612748,94,0.386,0.679,0.226,17,50,1,,,,,,,
106,0.407,0.647,0.357,25,45,1610612756,101,0.429,0.8,0.407,22,52,1,,,,,,,
90,0.411,0.636,0.29,20,39,1610612763,105,0.476,0.765,0.462,24,40,0,,,,,,,
83,0.32,0.917,0.261,13,49,1610612744,120,0.444,0.844,0.361,31,60,0,,,,,,,
96,0.414,0.708,0.412,19,39,1610612745,99,0.449,0.704,0.323,22,46,0,,,,,,,
93,0.407,0.714,0.276,25,37,1610612753,89,0.416,0.75,0.28,21,54,1,,,,,,,
93,0.419,0.68,0.167,23,51,1610612738,99,0.452,0.786,0.316,20,39,0,,,,,,,
96,0.467,0.72,0.4,24,39,1610612742,91,0.473,0.65,0.296,16,40,1,,,,,,,
123,0.527,0.833,0.4,23,42,1610612761,115,0.5,0.844,0.421,19,32,1,,,,,,,
104,0.477,0.714,0.37,21,50,1610612737,94,0.4,0.69,0.286,17,48,1,,,,,,,
109,0.398,0.806,0.286,22,36,1610612757,129,0.576,0.762,0.417,23,50,0,,,,,,,
111,0.436,0.722,0.278,28,49,1610612754,115,0.449,0.774,0.5,23,51,0,,,,,,,
102,0.444,0.76,0.407,26,37,1610612761,99,0.4,0.917,0.375,16,48,1,,,,,,,
105,0.488,0.433,0.364,31,49,1610612762,91,0.388,0.783,0.259,15,49,1,,,,,,,
110,0.441,0.714,0.419,26,37,1610612741,118,0.517,0.714,0.364,27,56,0,,,,,,,
111,0.447,0.75,0.375,28,39,1610612762,102,0.513,0.706,0.444,22,43,1,,,,,,,
121,0.439,0.84,0.389,27,53,1610612766,116,0.412,0.75,0.349,29,52,1,,,,,,,
111,0.472,0.727,0.407,22,40,1610612748,114,0.506,0.577,0.481,21,47,0,,,,,,,
95,0.436,0.864,0.381,17,50,1610612742,87,0.338,0.815,0.464,13,34,1,,,,,,,
92,0.43,0.688,0.35,22,50,1610612738,94,0.402,0.941,0.387,22,46,0,,,,,,,
120,0.523,0.65,0.486,33,44,1610612756,105,0.424,0.618,0.286,18,44,1,,,,,,,
93,0.382,0.868,0.111,15,46,1610612750,71,0.391,0.636,0.318,16,34,1,,,,,,,
121,0.517,0.76,0.5,27,41,1610612744,124,0.442,0.813,0.368,30,45,0,,,,,,,
102,0.468,0.826,0.407,20,38,1610612741,95,0.429,0.833,0.3,17,41,1,,,,,,,
100,0.411,0.667,0.345,25,44,1610612737,96,0.464,0.647,0.25,25,49,1,,,,,,,
96,0.474,0.793,0.143,18,35,1610612756,116,0.474,0.833,0.346,21,46,0,,,,,,,
104,0.482,0.929,0.44,26,52,1610612765,81,0.312,0.85,0.316,23,44,1,,,,,,,
113,0.549,0.7,0.375,31,37,1610612757,101,0.375,0.885,0.353,19,48,1,,,,,,,
124,0.551,0.792,0.269,23,46,1610612751,105,0.422,0.8,0.379,19,30,1,,,,,,,
88,0.373,0.789,0.344,19,43,1610612744,104,0.489,0.583,0.321,33,50,0,,,,,,,
64,0.288,0.773,0.2,9,45,1610612763,80,0.403,0.75,0.36,16,48,0,,,,,,,
111,0.47,0.744,0.16,29,59,1610612761,113,0.457,0.613,0.348,23,44,0,,,,,,,
107,0.448,0.81,0.48,24,45,1610612759,116,0.564,0.947,0.417,30,34,0,,,,,,,
115,0.442,0.829,0.385,21,37,1610612746,121,0.526,0.824,0.448,27,37,0,,,,,,,
119,0.543,0.889,0.6,26,37,1610612752,112,0.477,0.9,0.414,23,36,1,,,,,,,
96,0.402,0.524,0.233,19,59,1610612749,73,0.329,0.769,0.304,20,48,1,,,,,,,
126,0.484,0.8,0.438,26,54,1610612757,109,0.456,0.81,0.357,24,41,1,,,,,,,
110,0.512,0.9,0.24,18,48,1610612755,86,0.373,0.789,0.281,15,40,1,,,,,,,
